,name,hp,types,weaknesses,rarity,nationalPokedexNumbers,resistances,damage,energyCost,evolution
4314,Dark Electrode,70.0,"['Lightning', 'Darkness']",['Fighting'],Rare Holo,101,['None'],30,1,Stage 1
4315,Dark Houndoom,70.0,"['Fire', 'Darkness']",['Fighting'],Rare Holo,229,['Psychic'],40,3,Stage 1
4316,Dark Hypno,70.0,"['Psychic', 'Darkness']",['Psychic'],Rare Holo,97,['None'],20,2,Stage 1
4317,Dark Marowak,70.0,"['Fighting', 'Darkness']",['Grass'],Rare Holo,105,['None'],70,3,Stage 1
4318,Dark Octillery,70.0,"['Water', 'Darkness']",['Lightning'],Rare Holo,224,['None'],30,2,Stage 1
4319,Dark Slowking,80.0,"['Psychic', 'Darkness']",['Grass'],Rare Holo,199,['None'],20,2,Stage 1
4320,Dark Steelix,110.0,"['Darkness', 'Metal']",['Fire'],Rare Holo,208,['Grass'],60,4,Stage 1
4321,Jumpluff,90.0,['Grass'],['Fire'],Rare Holo,189,['Water'],10,1,Stage 2
4322,Kingdra,120.0,['Water'],['Lightning'],Rare Holo,230,['None'],50,3,Stage 2
4323,Piloswine,100.0,['Fighting'],['Grass'],Rare Holo,221,['None'],60,4,Stage 1
4324,Togetic,70.0,['Colorless'],['Lightning'],Rare Holo,176,['Fighting'],30,2,Stage 1
4325,Dark Dragonite,120.0,['Darkness'],['Colorless'],Rare,149,"['Grass', 'Fighting']",50,3,Stage 2
4326,Dark Muk,80.0,"['Grass', 'Darkness']",['Psychic'],Rare,89,['None'],10,2,Stage 1
4327,Dark Raticate,70.0,['Darkness'],['Fighting'],Rare,20,['None'],10,2,Stage 1
4328,Dark Sandslash,70.0,"['Fighting', 'Darkness']",['Grass'],Rare,28,['None'],50,3,Stage 1
4329,Dark Tyranitar,120.0,['Darkness'],['Fighting'],Rare,248,['Psychic'],70,5,Stage 2
4330,Dark Tyranitar,120.0,"['Fighting', 'Darkness']",['Grass'],Rare,248,['None'],50,3,Stage 2
4331,Delibird,70.0,['Water'],['Metal'],Rare,225,['None'],0,2,Basic
4332,Furret,80.0,['Colorless'],['Fighting'],Rare,162,['None'],30,2,Stage 1
4333,Ledian,70.0,['Grass'],['Fire'],Rare,166,['None'],50,3,Stage 1
4334,Magby,50.0,['Fire'],['Water'],Rare,240,['None'],0,1,Basic
4335,Misdreavus,60.0,['Psychic'],['Darkness'],Rare,200,['Fighting'],20,2,Basic
4336,Quagsire,80.0,['Water'],['Grass'],Rare,195,['None'],20,1,Stage 1
4337,Qwilfish,60.0,['Water'],['Lightning'],Rare,211,['None'],10,2,Basic
4338,Yanma,70.0,['Grass'],['Lightning'],Rare,193,['Fighting'],20,1,Basic
4339,Dark Arbok,90.0,"['Grass', 'Darkness']",['Psychic'],Uncommon,24,['None'],30,2,Stage 1
4340,Dark Ariados,70.0,"['Grass', 'Darkness']",['Fire'],Uncommon,168,['None'],0,3,Stage 1
4341,Dark Dragonair,70.0,['Darkness'],['Colorless'],Uncommon,148,"['Grass', 'Fighting']",30,2,Stage 1
4342,Dark Dragonair,80.0,['Darkness'],['Colorless'],Uncommon,148,"['Grass', 'Fighting']",40,3,Stage 1
4343,Dark Flaaffy,80.0,"['Lightning', 'Darkness']",['Fighting'],Uncommon,180,['None'],20,2,Stage 1
4344,Dark Golbat,70.0,"['Grass', 'Darkness']",['Psychic'],Uncommon,42,['None'],0,1,Stage 1
4345,Dark Golduck,70.0,"['Water', 'Darkness']",['Lightning'],Uncommon,55,['None'],40,3,Stage 1
4346,Dark Gyarados,80.0,"['Water', 'Darkness']",['Lightning'],Uncommon,130,['Fighting'],40,3,Stage 1
4347,Dark Houndoom,70.0,"['Fire', 'Darkness']",['Water'],Uncommon,229,['None'],40,3,Stage 1
4348,Dark Magcargo,80.0,"['Fire', 'Darkness']",['Water'],Uncommon,219,['None'],10,1,Stage 1
4349,Dark Magneton,70.0,"['Lightning', 'Darkness']",['Fighting'],Uncommon,82,['None'],40,3,Stage 1
4350,Dark Pupitar,70.0,"['Fighting', 'Darkness']",['Grass'],Uncommon,247,['None'],0,2,Stage 1
4351,Dark Pupitar,80.0,"['Fighting', 'Darkness']",['Grass'],Uncommon,247,['None'],40,3,Stage 1
4352,Dark Weezing,80.0,"['Grass', 'Darkness']",['Psychic'],Uncommon,110,['None'],50,3,Stage 1
4353,Heracross,70.0,['Fighting'],['Psychic'],Uncommon,214,['None'],20,2,Basic
4354,Magmar,70.0,['Fire'],['Water'],Uncommon,126,['None'],40,3,Basic
4355,Mantine,70.0,['Water'],['Lightning'],Uncommon,226,['None'],30,2,Basic
4356,Rocket's Meowth,60.0,['Darkness'],['Fighting'],Uncommon,52,['None'],10,2,Basic
4357,Rocket's Wobbuffet,70.0,['Darkness'],['Psychic'],Uncommon,202,['None'],10,2,Basic
4358,Seadra,70.0,['Water'],['Lightning'],Uncommon,117,['None'],30,3,Stage 1
4359,Skiploom,60.0,['Grass'],['Fire'],Uncommon,188,['Water'],10,1,Stage 1
4360,Togepi,40.0,['Colorless'],['Fighting'],Uncommon,175,['None'],0,2,Basic
4361,Cubone,50.0,['Fighting'],['Grass'],Common,104,['None'],10,1,Basic
4362,Dratini,40.0,['Colorless'],['None'],Common,147,['None'],10,1,Basic
4363,Dratini,50.0,['Colorless'],['Colorless'],Common,147,"['Grass', 'Fighting']",20,2,Basic
4364,Drowzee,50.0,['Psychic'],['Psychic'],Common,96,['None'],10,1,Basic
4365,Ekans,60.0,['Grass'],['Psychic'],Common,23,['None'],0,1,Basic
4366,Grimer,50.0,['Grass'],['Psychic'],Common,88,['None'],10,2,Basic
4367,Hoppip,30.0,['Grass'],['Fire'],Common,187,['Water'],0,1,Basic
4368,Horsea,50.0,['Water'],['Lightning'],Common,116,['None'],30,2,Basic
4369,Houndour,50.0,['Fire'],['Water'],Common,228,['None'],20,2,Basic
4370,Houndour,50.0,['Fire'],['Water'],Common,228,['None'],10,1,Basic
4371,Koffing,50.0,['Grass'],['Psychic'],Common,109,['None'],10,1,Basic
4372,Larvitar,50.0,['Fighting'],['Grass'],Common,246,['None'],10,1,Basic
4373,Larvitar,50.0,['Fighting'],['Grass'],Common,246,['None'],20,2,Basic
4374,Ledyba,50.0,['Grass'],['Fire'],Common,165,['None'],20,2,Basic
4375,Magikarp,30.0,['Water'],['Lightning'],Common,129,['None'],0,1,Basic
4376,Magnemite,50.0,['Lightning'],['Fighting'],Common,81,['None'],10,1,Basic
4377,Mareep,50.0,['Lightning'],['Fighting'],Common,179,['None'],10,2,Basic
4378,Marill,50.0,['Water'],['Lightning'],Common,183,['None'],0,1,Basic
4379,Onix,80.0,['Fighting'],['Water'],Common,95,['None'],20,2,Basic
4380,Psyduck,50.0,['Water'],['Lightning'],Common,54,['None'],10,1,Basic
4381,Rattata,40.0,['Colorless'],['Fighting'],Common,19,['None'],10,1,Basic
4382,Rattata,40.0,['Colorless'],['Fighting'],Common,19,['None'],0,1,Basic
4383,Remoraid,50.0,['Water'],['Lightning'],Common,223,['None'],10,1,Basic
4384,Sandshrew,50.0,['Fighting'],['Grass'],Common,27,['None'],20,2,Basic
4385,Sentret,50.0,['Colorless'],['Fighting'],Common,161,['None'],20,1,Basic
4386,Slowpoke,50.0,['Psychic'],['Psychic'],Common,79,['None'],10,1,Basic
4387,Slugma,50.0,['Fire'],['Water'],Common,218,['None'],30,2,Basic
4388,Spinarak,50.0,['Grass'],['Fire'],Common,167,['None'],20,2,Basic
4389,Swinub,50.0,['Fighting'],['Grass'],Common,220,['None'],10,1,Basic
4390,Voltorb,40.0,['Lightning'],['Fighting'],Common,100,['None'],10,1,Basic
4391,Wooper,50.0,['Water'],['Grass'],Common,194,['None'],10,1,Basic
4392,Zubat,50.0,['Grass'],['Psychic'],Common,41,['None'],20,2,Basic
4406,Rocket's Articuno ex,100.0,['Darkness'],['Metal'],Rare Holo EX,144,['None'],50,3,Basic
4407,Rocket's Entei ex,100.0,['Darkness'],['Water'],Rare Holo EX,244,['None'],10,1,Basic
4408,Rocket's Hitmonchan ex,100.0,['Darkness'],['Psychic'],Rare Holo EX,107,['None'],60,3,Basic
4409,Rocket's Mewtwo ex,100.0,['Darkness'],['Psychic'],Rare Holo EX,150,['None'],70,4,Basic
4410,Rocket's Moltres ex,100.0,['Darkness'],['Water'],Rare Holo EX,146,['None'],50,3,Basic
4411,Rocket's Scizor ex,120.0,['Darkness'],['Fire'],Rare Holo EX,212,['Grass'],50,3,Stage 1
4412,Rocket's Scyther ex,80.0,['Darkness'],['Fire'],Rare Holo EX,123,['Fighting'],40,3,Basic
4413,Rocket's Sneasel ex,90.0,['Darkness'],['Fighting'],Rare Holo EX,215,['Psychic'],30,3,Basic
4414,Rocket's Snorlax ex,100.0,['Darkness'],['Fighting'],Rare Holo EX,143,['None'],60,4,Basic
4415,Rocket's Suicune ex,100.0,['Darkness'],['Lightning'],Rare Holo EX,245,['None'],50,3,Basic
4416,Rocket's Zapdos ex,100.0,['Darkness'],['Lightning'],Rare Holo EX,145,['None'],60,3,Basic
4417,Mudkip Star,70.0,['Water'],['Lightning'],Rare Holo Star,258,['None'],20,2,Basic
4418,Torchic Star,70.0,['Fire'],['Water'],Rare Holo Star,255,['None'],20,2,Basic
4419,Treecko Star,70.0,['Grass'],['Fire'],Rare Holo Star,252,['Water'],20,2,Basic
4420,Charmeleon,70.0,['Fire'],['Water'],Rare Secret,5,['None'],40,2,Stage 1
4422,Altaria,70.0,['Colorless'],['Lightning'],Rare Holo,334,['Fighting'],50,3,Stage 1
4423,Beautifly,100.0,['Grass'],['Fire'],Rare Holo,267,['None'],50,3,Stage 2
4424,Breloom,80.0,['Fighting'],['Psychic'],Rare Holo,286,['None'],70,3,Stage 1
4425,Camerupt,90.0,['Fire'],['Water'],Rare Holo,323,['None'],0,3,Stage 1
4426,Claydol,80.0,['Fighting'],['Water'],Rare Holo,344,['None'],20,2,Stage 1
4427,Crawdaunt,70.0,['Darkness'],['Grass'],Rare Holo,342,['Psychic'],40,3,Stage 1
4428,Dusclops,70.0,['Psychic'],['Darkness'],Rare Holo,356,['Fighting'],20,1,Stage 1
4429,Gyarados,90.0,['Water'],['Lightning'],Rare Holo,130,['None'],50,4,Stage 1
4430,Jirachi,60.0,['Metal'],['Fire'],Rare Holo,385,['Grass'],20,2,Basic
4431,Ludicolo,100.0,['Water'],['Lightning'],Rare Holo,272,['None'],30,1,Stage 2
4432,Metagross,100.0,['Psychic'],['Psychic'],Rare Holo,376,['None'],70,2,Stage 2
4433,Mightyena,70.0,['Darkness'],['Fighting'],Rare Holo,262,['Psychic'],30,2,Stage 1
4434,Ninjask,70.0,['Grass'],['Lightning'],Rare Holo,291,['None'],30,1,Stage 1
4435,Shedinja,50.0,['Psychic'],['None'],Rare Holo,292,['None'],0,1,Stage 1
4436,Slaking,120.0,['Colorless'],['Fighting'],Rare Holo,289,['None'],70,4,Stage 2
4437,Deoxys,70.0,['Psychic'],['Psychic'],Rare,386,['None'],40,2,Basic
4438,Deoxys,70.0,['Psychic'],['Psychic'],Rare,386,['None'],10,3,Basic
4439,Deoxys,70.0,['Psychic'],['Psychic'],Rare,386,['None'],20,2,Basic
4440,Ludicolo,100.0,['Water'],['Lightning'],Rare,272,['None'],40,3,Stage 2
4441,Magcargo,80.0,['Fire'],['Water'],Rare,219,['None'],50,3,Stage 1
4442,Pelipper,70.0,['Water'],['Lightning'],Rare,279,['Fighting'],50,3,Stage 1
4443,Rayquaza,80.0,['Colorless'],['Colorless'],Rare,384,['None'],20,2,Basic
4444,Sableye,60.0,['Darkness'],['None'],Rare,302,['Colorless'],10,1,Basic
4445,Seaking,70.0,['Water'],['Lightning'],Rare,119,['None'],30,2,Stage 1
4446,Shiftry,110.0,['Grass'],['Fire'],Rare,275,['None'],50,3,Stage 2
4447,Skarmory,70.0,['Metal'],['Lightning'],Rare,227,['Fighting'],10,2,Basic
4448,Tropius,80.0,['Grass'],['Fire'],Rare,357,['None'],40,4,Basic
4449,Whiscash,90.0,['Fighting'],['Grass'],Rare,340,['None'],70,3,Stage 1
4450,Xatu,70.0,['Psychic'],['Lightning'],Rare,178,['Fighting'],30,2,Stage 1
4451,Donphan,80.0,['Fighting'],['Grass'],Uncommon,232,['None'],50,3,Stage 1
4452,Golbat,70.0,['Grass'],['Psychic'],Uncommon,42,['None'],20,2,Stage 1
4453,Grumpig,80.0,['Psychic'],['Psychic'],Uncommon,326,['None'],50,3,Stage 1
4454,Lombre,70.0,['Water'],['Lightning'],Uncommon,271,['None'],20,2,Stage 1
4455,Lombre,70.0,['Water'],['Lightning'],Uncommon,271,['None'],20,2,Stage 1
4456,Lotad,50.0,['Water'],['Lightning'],Uncommon,270,['None'],10,1,Basic
4457,Lunatone,60.0,['Fighting'],['Water'],Uncommon,337,['None'],20,2,Basic
4458,Magcargo,80.0,['Fire'],['Water'],Uncommon,219,['None'],50,3,Stage 1
4459,Manectric,70.0,['Lightning'],['Fighting'],Uncommon,310,['Metal'],40,3,Stage 1
4460,Masquerain,60.0,['Grass'],['Lightning'],Uncommon,284,['Fighting'],20,1,Stage 1
4461,Metang,80.0,['Psychic'],['Psychic'],Uncommon,375,['None'],40,3,Stage 1
4462,Minun,60.0,['Lightning'],['Fighting'],Uncommon,312,['None'],0,1,Basic
4463,Nosepass,60.0,['Fighting'],['Water'],Uncommon,299,['None'],10,1,Basic
4464,Nuzleaf,70.0,['Grass'],['Fire'],Uncommon,274,['None'],30,3,Stage 1
4465,Plusle,60.0,['Lightning'],['Fighting'],Uncommon,311,['None'],0,1,Basic
4466,Shelgon,80.0,['Colorless'],['Colorless'],Uncommon,372,"['Fire', 'Fighting']",30,2,Stage 1
4467,Silcoon,80.0,['Grass'],['Fire'],Uncommon,266,['None'],10,1,Stage 1
4468,Solrock,70.0,['Psychic'],['Grass'],Uncommon,338,['None'],0,1,Basic
4469,Starmie,70.0,['Water'],['Lightning'],Uncommon,121,['None'],10,1,Stage 1
4470,Swellow,70.0,['Colorless'],['Lightning'],Uncommon,277,['Fighting'],40,2,Stage 1
4471,Vigoroth,80.0,['Colorless'],['Fighting'],Uncommon,288,['None'],30,2,Stage 1
4472,Weezing,70.0,['Grass'],['Psychic'],Uncommon,110,['None'],20,2,Stage 1
4473,Bagon,50.0,['Colorless'],['Colorless'],Common,371,"['Fire', 'Fighting']",10,1,Basic
4474,Baltoy,50.0,['Fighting'],['Water'],Common,343,['None'],40,2,Basic
4475,Barboach,50.0,['Water'],['Grass'],Common,339,['None'],10,1,Basic
4476,Beldum,50.0,['Psychic'],['Psychic'],Common,374,['None'],30,2,Basic
4477,Carvanha,50.0,['Darkness'],['Grass'],Common,318,['Psychic'],10,2,Basic
4478,Corphish,40.0,['Water'],['Lightning'],Common,341,['None'],10,1,Basic
4479,Duskull,40.0,['Psychic'],['Darkness'],Common,355,['Fighting'],20,2,Basic
4480,Electrike,50.0,['Lightning'],['Fighting'],Common,309,['Metal'],20,2,Basic
4481,Electrike,50.0,['Lightning'],['Fighting'],Common,309,['None'],10,2,Basic
4482,Goldeen,50.0,['Water'],['Lightning'],Common,118,['None'],10,1,Basic
4483,Koffing,50.0,['Grass'],['Psychic'],Common,109,['None'],0,1,Basic
4484,Lotad,50.0,['Water'],['Lightning'],Common,270,['None'],20,2,Basic
4485,Magikarp,30.0,['Water'],['Lightning'],Common,129,['None'],10,2,Basic
4486,Makuhita,50.0,['Fighting'],['Psychic'],Common,296,['None'],20,2,Basic
4487,Natu,50.0,['Psychic'],['Psychic'],Common,177,['None'],20,1,Basic
4488,Nincada,50.0,['Grass'],['Fire'],Common,290,['None'],20,2,Basic
4489,Numel,40.0,['Fire'],['Water'],Common,322,['None'],10,1,Basic
4490,Phanpy,50.0,['Fighting'],['Grass'],Common,231,['None'],20,2,Basic
4491,Poochyena,50.0,['Darkness'],['Fighting'],Common,261,['Psychic'],20,2,Basic
4492,Seedot,40.0,['Grass'],['Fire'],Common,273,['None'],10,1,Basic
4493,Shroomish,40.0,['Grass'],['Fire'],Common,285,['Water'],10,1,Basic
4494,Slakoth,40.0,['Colorless'],['Fighting'],Common,287,['None'],10,1,Basic
4495,Slugma,50.0,['Fire'],['Water'],Common,218,['None'],10,1,Basic
4496,Slugma,50.0,['Fire'],['Water'],Common,218,['None'],20,2,Basic
4497,Spoink,50.0,['Psychic'],['Psychic'],Common,325,['None'],20,2,Basic
4498,Staryu,50.0,['Water'],['Lightning'],Common,120,['None'],10,1,Basic
4499,Surskit,50.0,['Grass'],['Fire'],Common,283,['None'],10,1,Basic
4500,Swablu,40.0,['Colorless'],['Lightning'],Common,333,['Fighting'],10,1,Basic
4501,Taillow,40.0,['Colorless'],['Lightning'],Common,276,['Fighting'],10,1,Basic
4502,Wingull,50.0,['Water'],['Lightning'],Common,278,['Fighting'],10,2,Basic
4503,Wurmple,50.0,['Grass'],['Fire'],Common,265,['None'],0,1,Basic
4504,Zubat,50.0,['Grass'],['Psychic'],Common,41,['None'],10,1,Basic
4517,Crobat ex,130.0,['Grass'],['Lightning'],Rare Holo EX,169,['Fighting'],60,3,Stage 2
4518,Deoxys ex,100.0,['Psychic'],['Psychic'],Rare Holo EX,386,['None'],10,2,Basic
4519,Deoxys ex,110.0,['Psychic'],['Psychic'],Rare Holo EX,386,['None'],50,3,Basic
4520,Deoxys ex,90.0,['Psychic'],['Psychic'],Rare Holo EX,386,['None'],50,3,Basic
4521,Hariyama ex,110.0,['Fighting'],['Psychic'],Rare Holo EX,297,['None'],80,3,Stage 1
4522,Manectric ex,100.0,['Lightning'],['Fighting'],Rare Holo EX,310,['Metal'],40,2,Stage 1
4523,Rayquaza ex,100.0,['Colorless'],['Colorless'],Rare Holo EX,384,"['Water', 'Fighting']",20,2,Basic
4524,Salamence ex,160.0,['Colorless'],['Colorless'],Rare Holo EX,373,"['Fire', 'Fighting']",120,4,Stage 2
4525,Sharpedo ex,100.0,['Darkness'],['Grass'],Rare Holo EX,319,['Psychic'],60,3,Stage 1
4526,Latias Star,80.0,['Colorless'],['Colorless'],Rare Holo Star,380,"['Psychic', 'Fighting']",50,3,Basic
4527,Latios Star,80.0,['Colorless'],['Colorless'],Rare Holo Star,381,['Grass'],50,3,Basic
4528,Rayquaza Star,90.0,['Colorless'],['Colorless'],Rare Holo Star,384,"['Water', 'Fighting']",30,2,Basic
4529,Rocket's Raikou ex,100.0,['Darkness'],['Fighting'],Rare Secret,243,['None'],40,3,Basic
4530,Blaziken,110.0,['Fire'],['Water'],Rare Holo,257,['None'],50,3,Stage 2
4531,Deoxys,70.0,['Psychic'],['Psychic'],Rare Holo,386,['None'],30,2,Basic
4532,Exploud,120.0,['Colorless'],['Fighting'],Rare Holo,295,['None'],60,4,Stage 2
4533,Gardevoir,100.0,['Psychic'],['Psychic'],Rare Holo,282,['None'],60,4,Stage 2
4534,Groudon,80.0,['Fighting'],['Water'],Rare Holo,383,['None'],40,3,Basic
4535,Kyogre,80.0,['Water'],['Lightning'],Rare Holo,382,['None'],40,3,Basic
4536,Manectric,80.0,['Lightning'],['Fighting'],Rare Holo,310,['Metal'],40,3,Stage 1
4537,Milotic,90.0,['Water'],['Lightning'],Rare Holo,350,['None'],50,3,Stage 1
4538,Rayquaza,80.0,['Colorless'],['Colorless'],Rare Holo,384,['None'],40,3,Basic
4539,Sceptile,100.0,['Grass'],['Fire'],Rare Holo,254,['Water'],60,4,Stage 2
4540,Swampert,110.0,['Water'],['Grass'],Rare Holo,260,['None'],60,3,Stage 2
4541,Chimecho,70.0,['Psychic'],['Psychic'],Rare,358,['None'],20,2,Basic
4542,Glalie,80.0,['Water'],['Metal'],Rare,362,['None'],40,3,Stage 1
4543,Groudon,80.0,['Fighting'],['Water'],Rare,383,['None'],40,4,Basic
4544,Kyogre,80.0,['Water'],['Lightning'],Rare,382,['None'],40,3,Basic
4545,Manectric,70.0,['Lightning'],['Fighting'],Rare,310,['Metal'],40,2,Stage 1
4546,Nosepass,70.0,['Fighting'],['Water'],Rare,299,['None'],0,2,Basic
4547,Relicanth,70.0,['Water'],['Lightning'],Rare,369,['None'],20,2,Basic
4548,Rhydon,90.0,['Fighting'],['Water'],Rare,112,['None'],60,4,Stage 1
4549,Seviper,80.0,['Grass'],['Psychic'],Rare,336,['None'],30,3,Basic
4550,Zangoose,70.0,['Colorless'],['Fighting'],Rare,335,['None'],20,2,Basic
4551,Breloom,80.0,['Grass'],['Psychic'],Uncommon,286,['None'],40,3,Stage 1
4552,Camerupt,80.0,['Fire'],['Water'],Uncommon,323,['None'],40,3,Stage 1
4553,Claydol,80.0,['Fighting'],['Grass'],Uncommon,344,['None'],30,2,Stage 1
4554,Combusken,70.0,['Fire'],['Water'],Uncommon,256,['None'],40,3,Stage 1
4555,Dodrio,70.0,['Colorless'],['Lightning'],Uncommon,85,['Fighting'],40,3,Stage 1
4556,Electrode,70.0,['Lightning'],['Fighting'],Uncommon,101,['None'],50,3,Stage 1
4557,Grovyle,70.0,['Grass'],['Fire'],Uncommon,253,['Water'],40,3,Stage 1
4558,Grumpig,80.0,['Psychic'],['Psychic'],Uncommon,326,['None'],40,3,Stage 1
4559,Grumpig,70.0,['Psychic'],['Psychic'],Uncommon,326,['None'],40,2,Stage 1
4560,Hariyama,80.0,['Fighting'],['Psychic'],Uncommon,297,['None'],40,3,Stage 1
4561,Illumise,60.0,['Grass'],['Fire'],Uncommon,314,['None'],20,2,Basic
4562,Kirlia,70.0,['Psychic'],['Psychic'],Uncommon,281,['None'],40,3,Stage 1
4563,Linoone,70.0,['Colorless'],['Fighting'],Uncommon,264,['None'],30,2,Stage 1
4564,Loudred,80.0,['Colorless'],['Fighting'],Uncommon,294,['None'],50,3,Stage 1
4565,Marshtomp,70.0,['Water'],['Grass'],Uncommon,259,['None'],50,3,Stage 1
4566,Minun,60.0,['Lightning'],['Fighting'],Uncommon,312,['Metal'],20,2,Basic
4567,Ninetales,80.0,['Fire'],['Water'],Uncommon,38,['None'],40,3,Stage 1
4568,Plusle,60.0,['Lightning'],['Fighting'],Uncommon,311,['Metal'],20,2,Basic
4569,Swalot,80.0,['Grass'],['Psychic'],Uncommon,317,['None'],40,3,Stage 1
4570,Swellow,70.0,['Colorless'],['Lightning'],Uncommon,277,['Fighting'],20,1,Stage 1
4571,Volbeat,60.0,['Grass'],['Fire'],Uncommon,313,['None'],30,2,Basic
4572,Baltoy,50.0,['Fighting'],['Grass'],Common,343,['None'],30,3,Basic
4573,Cacnea,50.0,['Grass'],['Fire'],Common,331,['None'],10,1,Basic
4574,Doduo,40.0,['Colorless'],['Lightning'],Common,84,['Fighting'],0,1,Basic
4575,Duskull,40.0,['Psychic'],['Darkness'],Common,355,['Fighting'],10,1,Basic
4576,Electrike,50.0,['Lightning'],['Fighting'],Common,309,['Metal'],10,1,Basic
4577,Electrike,40.0,['Lightning'],['Fighting'],Common,309,['Metal'],30,2,Basic
4578,Feebas,30.0,['Water'],['Lightning'],Common,349,['None'],20,2,Basic
4579,Feebas,30.0,['Water'],['Lightning'],Common,349,['None'],0,1,Basic
4580,Gulpin,50.0,['Grass'],['Psychic'],Common,316,['None'],20,2,Basic
4581,Larvitar,50.0,['Fighting'],['Grass'],Common,246,['None'],0,2,Basic
4582,Luvdisc,60.0,['Water'],['Lightning'],Common,370,['None'],20,2,Basic
4583,Makuhita,50.0,['Fighting'],['Psychic'],Common,296,['None'],10,1,Basic
4584,Meditite,50.0,['Fighting'],['Psychic'],Common,307,['None'],20,2,Basic
4585,Mudkip,50.0,['Water'],['Grass'],Common,258,['None'],10,1,Basic
4586,Numel,50.0,['Fire'],['Water'],Common,322,['None'],20,1,Basic
4587,Numel,50.0,['Fire'],['Water'],Common,322,['None'],20,2,Basic
4588,Pichu,40.0,['Lightning'],['Fighting'],Common,172,['None'],0,1,Basic
4589,Pikachu,50.0,['Lightning'],['Fighting'],Common,25,['None'],20,2,Basic
4590,Ralts,50.0,['Psychic'],['Psychic'],Common,280,['None'],10,1,Basic
4591,Rhyhorn,60.0,['Fighting'],['Water'],Common,111,['None'],20,2,Basic
4592,Shroomish,40.0,['Grass'],['Fire'],Common,285,['Water'],20,2,Basic
4593,Snorunt,50.0,['Water'],['Metal'],Common,361,['None'],10,1,Basic
4594,Spoink,50.0,['Psychic'],['Psychic'],Common,325,['None'],10,1,Basic
4595,Spoink,50.0,['Psychic'],['Psychic'],Common,325,['None'],20,1,Basic
4596,Swablu,40.0,['Colorless'],['Lightning'],Common,333,['Fighting'],20,1,Basic
4597,Taillow,50.0,['Colorless'],['Lightning'],Common,276,['Fighting'],10,1,Basic
4598,Torchic,50.0,['Fire'],['Water'],Common,255,['None'],0,1,Basic
4599,Treecko,50.0,['Grass'],['Fire'],Common,252,['Water'],10,1,Basic
4600,Voltorb,50.0,['Lightning'],['Fighting'],Common,100,['None'],30,3,Basic
4601,Vulpix,50.0,['Fire'],['Water'],Common,37,['None'],20,2,Basic
4602,Whismur,50.0,['Colorless'],['Fighting'],Common,293,['None'],20,2,Basic
4603,Zigzagoon,40.0,['Colorless'],['Fighting'],Common,263,['None'],10,2,Basic
4619,Altaria ex,100.0,['Colorless'],['None'],Rare Holo EX,334,['None'],70,3,Stage 1
4620,Cacturne ex,110.0,['Grass'],['Fire'],Rare Holo EX,332,['None'],50,3,Stage 1
4621,Camerupt ex,120.0,['Fire'],['Water'],Rare Holo EX,323,['None'],60,3,Stage 1
4622,Deoxys ex,110.0,['Psychic'],['Psychic'],Rare Holo EX,386,['None'],50,3,Basic
4623,Dusclops ex,100.0,['Psychic'],['Darkness'],Rare Holo EX,356,"['Fighting', 'Colorless']",0,1,Stage 1
4624,Medicham ex,110.0,['Fighting'],['Psychic'],Rare Holo EX,308,['None'],60,3,Stage 1
4625,Milotic ex,130.0,['Water'],['Lightning'],Rare Holo EX,350,['None'],70,3,Stage 1
4626,Raichu ex,100.0,['Lightning'],['Fighting'],Rare Holo EX,26,['None'],70,4,Stage 1
4627,Regice ex,100.0,['Water'],['Metal'],Rare Holo EX,378,['None'],40,3,Basic
4628,Regirock ex,110.0,['Fighting'],['Water'],Rare Holo EX,377,['None'],40,3,Basic
4629,Registeel ex,90.0,['Metal'],['Fire'],Rare Holo EX,379,['None'],10,1,Basic
4636,Farfetch'd,70.0,['Colorless'],['Lightning'],Rare Holo,83,['Fighting'],30,2,Basic
4637,Ampharos,120.0,['Lightning'],['Fighting'],Rare Holo,181,['Metal'],50,3,Stage 2
4638,Ariados,70.0,['Grass'],['Psychic'],Rare Holo,168,['None'],10,1,Stage 1
4639,Bellossom,90.0,['Grass'],['Fire'],Rare Holo,182,['Water'],50,3,Stage 2
4640,Feraligatr,120.0,['Water'],['Lightning'],Rare Holo,160,['None'],50,3,Stage 2
4641,Flareon,70.0,['Fire'],['Water'],Rare Holo,136,['None'],40,3,Stage 1
4642,Forretress,70.0,['Metal'],['Fire'],Rare Holo,205,['Grass'],100,4,Stage 1
4643,Houndoom,70.0,['Fire'],['Water'],Rare Holo,229,['None'],70,3,Stage 1
4644,Jolteon,70.0,['Lightning'],['Fighting'],Rare Holo,135,['Metal'],40,3,Stage 1
4645,Meganium,100.0,['Grass'],['Fire'],Rare Holo,154,['Water'],50,3,Stage 2
4646,Octillery,80.0,['Water'],['Lightning'],Rare Holo,224,['None'],30,2,Stage 1
4647,Poliwrath,120.0,['Fighting'],['Psychic'],Rare Holo,62,['None'],60,3,Stage 2
4648,Porygon2,70.0,['Colorless'],['Fighting'],Rare Holo,233,['None'],40,3,Stage 1
4649,Slowbro,80.0,['Water'],['Grass'],Rare Holo,80,['None'],50,3,Stage 1
4650,Slowking,70.0,['Psychic'],['Grass'],Rare Holo,199,['None'],20,2,Stage 1
4651,Sudowoodo,60.0,['Fighting'],['Water'],Rare Holo,185,['None'],50,3,Basic
